id,name,lat,lon
157,Buffalo Narrows Airport,55.8418998718,-108.417999268
158,Wiarton Airport,44.7458,-81.107201
159,Petawawa Airport,45.95220184326172,-77.31919860839844
160,Winnipeg / James Armstrong Richardson International Airport,49.909999847399995,-97.2398986816
161,Wabush Airport,52.92190170288086,-66.8644027709961
162,Williams Lake Airport,52.1831016541,-122.054000854
163,Wrigley Airport,63.20940017700195,-123.43699645996094
164,Cranbrook/Canadian Rockies International Airport,49.610801696777,-115.78199768066
165,Edmonton City Centre (Blatchford Field) Airport,53.5724983215,-113.521003723
166,Saskatoon John G. Diefenbaker International Airport,52.170799255371094,-106.69999694824219
167,Medicine Hat Airport,50.01890182495117,-110.72100067138672
168,Fort St John Airport,56.23809814453125,-120.73999786376953
169,Sioux Lookout Airport,50.11389923095703,-91.9052963256836
170,Pangnirtung Airport,66.1449966431,-65.71360015869999
171,Earlton (Timiskaming Regional) Airport,47.697400654599996,-79.8473453522
172,Prince George Airport,53.8894004822,-122.679000854
173,Northwest Regional Airport Terrace-Kitimat,54.468498,-128.576009
174,London Airport,43.035599,-81.1539
175,Abbotsford Airport,49.025299072265625,-122.36100006103516
176,Whitehorse / Erik Nielsen International Airport,60.7095985413,-135.067001343
177,North Bay Jack Garland Airport,46.363602,-79.422798
178,Calgary International Airport,51.113899231,-114.019996643
179,Smithers Airport,54.82469940185547,-127.18299865722656
180,Fort Nelson Airport,58.8363990784,-122.597000122
181,Penticton Airport,49.46310043334961,-119.60199737548828
182,Charlottetown Airport,46.290000915527344,-63.12110137939453
183,Taloyoak Airport,69.5466995239,-93.5766983032
184,Victoria International Airport,48.646900177,-123.426002502
185,Lynn Lake Airport,56.86389923095703,-101.07599639892578
186,Swift Current Airport,50.291900634799994,-107.691001892
187,Churchill Airport,58.739200592041016,-94.06500244140625
188,Goose Bay Airport,53.3191986084,-60.4258003235
189,St. John's International Airport,47.618598938,-52.7518997192
190,Kapuskasing Airport,49.41389846801758,-82.46749877929688
191,Armstrong Airport,50.29029846191406,-88.90969848632812
192,Mont Joli Airport,48.60860061645508,-68.20809936523438
193,Lester B. Pearson International Airport,43.6772003174,-79.63059997559999
194,Downsview Airport,43.74250030517578,-79.4655990600586
195,Gore Bay Manitoulin Airport,45.88529968261719,-82.56780242919922
196,Yellowknife Airport,62.462799072265625,-114.44000244140625
197,Slave Lake Airport,55.2930984497,-114.777000427
198,Sandspit Airport,53.25429916379999,-131.813995361
199,Chris Hadfield Airport,42.9994010925293,-82.30889892578125
200,Port Hardy Airport,50.680599212646484,-127.36699676513672
201,Whitecourt Airport,54.14390182495117,-115.78700256347656
202,Sept-Îles Airport,50.22330093383789,-66.2656021118164
203,Teslin Airport,60.17279815673828,-132.7429962158203
204,CFB Greenwood,44.98440170288086,-64.91690063476562
205,Faro Airport,62.20750045776367,-133.37600708007812
206,Fort Mcpherson Airport,67.40750122070312,-134.86099243164062
207,Blida Airport,36.50360107421875,2.8141698837280273
208,Bou Saada Airport,35.33250045776367,4.206389904022217
209,Soummam Airport,36.7120018005,5.0699200630200005
210,Houari Boumediene Airport,36.691001892089844,3.215409994125366
211,Djanet Inedbirene Airport,24.292801,9.45244
212,Boufarik Airport,36.545799,2.87611
213,Reggane Airport,26.7101,0.285647
214,Illizi Takhamalt Airport,26.7234992981,8.62265014648
215,Ain Oussera Airport,35.52539825439453,2.8787100315093994
216,Aguenar – Hadj Bey Akhamok Airport,22.8115005493,5.45107984543
217,Jijel Ferhat Abbas Airport,36.7951011658,5.87361001968
218,Mecheria Airport,33.535900116,-0.242353007197
219,Relizane Airport,35.752201,0.626272
220,Rabah Bitat Airport,36.822201,7.809174
221,Mohamed Boudiaf International Airport,36.2760009765625,6.620389938354492
222,Cheikh Larbi Tébessi Airport,35.4315986633,8.12071990967
224,Hassi R'Mel Airport,32.93040084838867,3.311539888381958
225,Bou Chekif Airport,35.3410987854,1.46315002441
226,Bou Sfer Airport,35.73540115356445,-0.8053889870643616
227,Tindouf Airport,27.7003993988,-8.167099952700001
228,Ech Cheliff Airport,36.2126998901,1.33176994324
229,Tafaraoui Airport,35.54240036010742,-0.5322780013084412
230,Zenata – Messali El Hadj Airport,35.0167007446,-1.45000004768
231,Es Senia Airport,35.6239013672,-0.6211829781529999
232,Sidi Bel Abbes Airport,35.1717987061,-0.593275010586
233,Ghriss Airport,35.207698822021484,0.14714199304580688
234,Touat Cheikh Sidi Mohamed Belkebir Airport,27.837600708007812,-0.18641400337219238
235,Biskra Airport,34.793300628699996,5.73823022842
236,El Golea Airport,30.571300506591797,2.8595900535583496
237,Noumérat - Moufdi Zakaria Airport,32.38410186767578,3.794110059738159
238,Oued Irara Airport,31.673000335699996,6.140439987180001
239,In Salah Airport,27.250999450699997,2.51202011108
240,Touggourt Sidi Madhi Airport,33.06779861450195,6.088669776916504
241,Laghouat Airport,33.764400482199996,2.92833995819
242,Timimoun Airport,29.2371006012,0.276033014059
243,Ain el Beida Airport,31.917200088500977,5.412779808044434
244,In Aménas Airport,28.0515,9.64291
245,Cadjehoun Airport,6.357230186462402,2.384350061416626
246,Ouagadougou Airport,12.3532,-1.51242
247,Bobo Dioulasso Airport,11.160099983215332,-4.33096981048584
248,Kotoka International Airport,5.605189800262451,-0.16678600013256073
249,Tamale Airport,9.55718994140625,-0.8632140159606934
250,Wa Airport,10.0826997756958,-2.507689952850342
251,Sunyani Airport,7.361830234527588,-2.3287599086761475
252,Takoradi Airport,4.896059989929199,-1.7747600078582764
253,Port Bouet Airport,5.261390209197998,-3.9262900352478027
254,Bouaké Airport,7.738800048828125,-5.073669910430908
255,Daloa Airport,6.792809963226318,-6.473189830780029
256,Korhogo Airport,9.38718032837,-5.55666017532
257,Man Airport,7.272069931030273,-7.58735990524292
258,San Pedro Airport,4.746719837188721,-6.660820007324219
259,Yamoussoukro Airport,6.9031701088,-5.36558008194
260,Nnamdi Azikiwe International Airport,9.006790161132812,7.263169765472412
261,Akure Airport,7.246739864349365,5.3010101318359375
262,Benin Airport,6.316979885101318,5.5995001792907715
263,Margaret Ekpo International Airport,4.976019859313965,8.347200393676758
264,Akanu Ibiam International Airport,6.474269866943359,7.561960220336914
265,Gusau Airport,12.1717,6.69611
266,Ibadan Airport,7.362460136413574,3.97832989692688
267,Ilorin International Airport,8.440210342407227,4.493919849395752
268,Yakubu Gowon Airport,9.639829635620117,8.869050025939941
269,Kaduna Airport,10.696000099182129,7.320109844207764
270,Mallam Aminu International Airport,12.0476,8.52462
271,Maiduguri International Airport,11.855299949645996,13.080900192260742
272,Makurdi Airport,7.70388,8.61394
273,Murtala Muhammed International Airport,6.5773701667785645,3.321160078048706
274,Minna Airport,9.652170181274414,6.462259769439697
275,Port Harcourt International Airport,5.0154900550842285,6.94959020614624
276,Sadiq Abubakar III International Airport,12.916299819946289,5.207190036773682
277,Yola Airport,9.257550239562988,12.430399894714355
278,Zaria Airport,11.1302,7.68581
279,Maradi Airport,13.5024995803833,7.1267499923706055
280,Diori Hamani International Airport,13.4815,2.18361
281,Tahoua Airport,14.875699996948242,5.265359878540039
282,Mano Dayak International Airport,16.965999603271484,8.000109672546387
283,Dirkou Airport,18.968700408935547,12.86870002746582
284,Diffa Airport,13.372900009155273,12.626700401306152
285,Zinder Airport,13.779000282287598,8.983759880065918
286,Monastir Habib Bourguiba International Airport,35.75809860229492,10.75469970703125
287,Tunis Carthage International Airport,36.85100173950195,10.22719955444336
288,Sidi Ahmed Air Base,37.245398,9.79145
289,Remada Air Base,32.30619812011719,10.382100105285645
290,Gafsa Ksar International Airport,34.422000885009766,8.822500228881836
291,Gabès Matmata International Airport,33.87689971923828,10.103300094604492
292,Borj El Amri Airport,36.72129821777344,9.94314956665039
293,Djerba Zarzis International Airport,33.875,10.775500297546387
294,El Borma Airport,31.704299926757812,9.254619598388672
295,Sfax Thyna International Airport,34.71799850463867,10.690999984741211
296,Tozeur Nefta International Airport,33.939701080322266,8.110560417175293
297,Niamtougou International Airport,9.767330169677734,1.091249942779541
298,Lomé-Tokoin Airport,6.165609836578369,1.2545100450515747
299,Antwerp International Airport (Deurne),51.1893997192,4.46027994156
300,Beauvechain Air Base,50.75859832763672,4.768330097198486
301,Kleine Brogel Air Base,51.168301,5.47
302,Brussels Airport,50.901401519800004,4.48443984985
303,Jehonville Air Base,49.891700744628906,5.2238898277282715
304,Brussels South Charleroi Airport,50.459202,4.45382
305,Chièvres Air Base,50.575801849365234,3.8310000896453857
306,Koksijde Air Base,51.090301513671875,2.652780055999756
307,Florennes Air Base,50.2433013916,4.64583015442
308,Wevelgem Airport,50.817199707,3.20472002029
309,Liège Airport,50.63740158081055,5.443220138549805
310,Ostend-Bruges International Airport,51.198898315399994,2.8622200489
311,Zutendaal Air Base,50.9474983215332,5.590559959411621
312,Brustem Airfield Sint Truiden,50.791901,5.20167
313,Saint Hubert Air Base,50.034400939941406,5.440810203552246
314,Ursel Air Base,51.14419937133789,3.475559949874878
315,Weelde Air Base,51.394798278808594,4.9601898193359375
316,Zoersel (Oostmalle) Airfield,51.264702,4.75333
317,Flugplatz Bautzen,51.193611,14.519722
318,Altenburg-Nobitz Airport,50.981945,12.506389
319,Dessau Airfield,51.831694,12.190962
320,Eisenhüttenstadt Airfield,52.195856,14.58753
322,Großenhain Airport,51.30805587768555,13.555556297302246
323,Merseburg Airport,51.3630556,11.9408333
324,Halle-Oppin Airport,51.552223,12.053889
325,Riesa-Göhlis Airport,51.2936096191,13.3561105728
326,Rechlin-Lärz Airport,53.306388855,12.7522220612
327,Strausberg Airport,52.5805549621582,13.916666984558105
328,Schönhagen Airport,52.203609,13.156389
329,Barth Airport,54.338253,12.710515
330,Jena-Schöngleina Airfield,50.915279,11.714444
331,Kyritz Airport,52.918888092041016,12.425277709960938
332,"Magdeburg ""City"" Airport",52.073612,11.626389
333,Rothenburg/Görlitz Airport,51.36333465576172,14.949999809265137
334,Anklam Airfield,53.832779,13.668611
335,Cottbus-Drewitz Airport,51.889442,14.531944
336,Kamenz Airport,51.29694366455078,14.1274995803833
337,Berlin-Schönefeld Airport,52.380001,13.5225
338,Dresden Airport,51.1328010559082,13.767200469970703
339,Erfurt Airport,50.979801177978516,10.958100318908691
340,Frankfurt am Main Airport,50.033333,8.570556
341,Münster Osnabrück Airport,52.134601593,7.68483018875
342,Hamburg Airport,53.630401611328,9.9882297515869
343,Berlin-Tempelhof International Airport,52.472999572753906,13.403900146484375
344,Cologne Bonn Airport,50.8658981323,7.1427397728
345,Düsseldorf Airport,51.289501,6.76678
346,Munich Airport,48.353802,11.7861
347,Nuremberg Airport,49.498699,11.078056
348,Leipzig/Halle Airport,51.423889,12.236389
349,Saarbrücken Airport,49.214599609400004,7.10950994492
350,Stuttgart Airport,48.689899444599995,9.22196006775
351,Berlin-Tegel Airport,52.5597,13.2877
352,Hannover Airport,52.461101532,9.685079574580001
353,Bremen Airport,53.0475006104,8.78666973114
354,Frankfurt-Egelsbach Airport,49.959999,8.645833
355,Frankfurt-Hahn Airport,49.9487,7.26389
356,Mannheim-City Airport,49.473057,8.514167
357,Allendorf/Eder Airport,51.03499984741211,8.680832862854004
358,Worms Airport,49.606945,8.368333
359,Mainz-Finthen Airport,49.967499,8.147222
360,Eisenach-Kindel Airport,50.991604,10.47973
361,Siegerland Airport,50.707698822021484,8.082969665527344
362,Hamburg-Finkenwerder Airport,53.5352783203125,9.835556030273438
363,Kiel-Holtenau Airport,54.37944412231445,10.145277976989746
364,Lübeck Blankensee Airport,53.8054008484,10.7192001343
365,Flugplatz Dahlemer Binz,50.405555725,6.5288891792
366,Meinerzhagen Airport,51.099998474121094,7.599999904632568
367,Arnsberg-Menden Airport,51.483890533447266,7.8983330726623535
368,Essen Mulheim Airport,51.40230178833008,6.9373297691345215
369,Bielefeld Airport,51.964722,8.544444
370,Mönchengladbach Airport,51.230278,6.504444
371,Paderborn Lippstadt Airport,51.614101409899995,8.616319656369999
372,Stadtlohn-Vreden Airport,51.99583435058594,6.8405561447143555
373,Dortmund Airport,51.51829910279999,7.61223983765
374,Augsburg Airport,48.425278,10.931667
375,Biberach a.d. Riß Airfield,48.111111,9.762778
376,Eggenfelden Airport,48.39611053466797,12.723610877990723
377,Mindelheim-Mattsies Airfield,48.106945,10.525
378,Oberpfaffenhofen Airport,48.081402,11.2831
379,Straubing Airport,48.90083312988281,12.516667366027832
380,Vilshofen Airport,48.6349983215332,13.195555686950684
381,Leutkirch-Unterzeil Airport,47.858890533447266,10.014166831970215
382,Friedrichshafen Airport,47.671298980699994,9.51148986816
383,Schwerin Parchim Airport,53.426998,11.7834
384,Stendal-Borstel Airport,52.62888717651367,11.818611145019531
385,Aalen-Heidenheim/Elchingen Airport,48.77777862548828,10.264721870422363
386,Bayreuth Airport,49.985001,11.64
387,Burg Feuerstein Airport,49.794166564941,11.133610725403
388,Hof-Plauen Airport,50.288612365722656,11.856389045715332
389,Haßfurt-Schweinfurt Airport,50.0180549621582,10.529443740844727
390,Koblenz-Winningen Airfield,50.325558,7.528611
391,Trier-Föhren Airport,49.863888,6.7875
392,Speyer Airfield,49.304722,8.451389
393,Zweibrücken Airport,49.2094,7.40056
394,Donaueschingen-Villingen Airport,47.97333145139999,8.52222156525
395,Freiburg i. Br. Airport,48.022777557400005,7.83249998093
396,Mengen-Hohentengen Airport,48.053890228271484,9.372777938842773
397,Adolf Würth Airport,49.1183319092,9.783888816829998
398,Finsterwalde/Schacksdorf Airport,51.607498,13.743611
399,Braunschweig-Wolfsburg Airport,52.319199,10.5561
400,Kassel-Calden Airport,51.417273,9.384967
401,Hildesheim Airport,52.18138885498047,9.946389198303223
402,Bremerhaven Airport,53.506943,8.572778
403,Emden Airport,53.391109,7.2275
404,Leer-Papenburg Airport,53.271942138671875,7.441667079925537
405,Wilhelmshaven-Mariensiel Airport,53.502220153808594,8.05222225189209
406,Borkum Airport,53.59639,6.709167
407,Norderney Airport,53.70694351196289,7.230000019073486
408,Flensburg-Schäferhaus Airport,54.77333450317383,9.378889083862305
409,Rendsburg-Schachtholm Airport,54.220001220703125,9.599444389343262
410,Westerland Sylt Airport,54.9132003784,8.34047031403
411,Ämari Air Base,59.26029968261719,24.208499908447266
412,Kärdla Airport,58.99079895019531,22.830699920654297
413,Kuressaare Airport,58.22990036010742,22.50950050354004
414,Pärnu Airport,58.41899871826172,24.47279930114746
415,Lennart Meri Tallinn Airport,59.41329956049999,24.832799911499997
416,Tartu Airport,58.3074989319,26.690399169900004
417,Enontekio Airport,68.362602233887,23.424299240112
418,Eura Airport,61.1161003112793,22.201400756835938
419,Halli Airport,61.856039,24.786686
420,Helsinki Malmi Airport,60.254600524902344,25.042800903320312
421,Helsinki Vantaa Airport,60.317199707031,24.963300704956
422,Hameenkyro Airport,61.689701080322266,23.073699951171875
423,Hanko Airport,59.848899841308594,23.083599090576172
424,Hyvinkää Airfield,60.6543998718,24.8810997009
425,Kiikala Airport,60.4625015259,23.6525001526
426,Immola Airport,61.24919891357422,28.90369987487793
427,Kitee Airport,62.1661,30.073601
428,Ivalo Airport,68.607299804688,27.405300140381
429,Joensuu Airport,62.662899017334,29.607500076294
430,Jyvaskyla Airport,62.399501800537,25.678300857544
431,Kauhava Airport,63.127102,23.051399
432,Kemi-Tornio Airport,65.778701782227,24.582099914551
433,Kajaani Airport,64.285499572754,27.692399978638
434,Kauhajoki Airport,62.4625015259,22.3931007385
435,Kokkola-Pietarsaari Airport,63.721199035645,23.143100738525
436,Kemijarvi Airport,66.712898,27.156799
437,Kuusamo Airport,65.987602233887,29.239400863647
438,Kittilä Airport,67.700996398926,24.846799850464
439,Kuopio Airport,63.007099151611,27.797800064087
440,Lahti Vesivehmaa Airport,61.144199,25.693501
441,Lappeenranta Airport,61.044601,28.144743
442,Mariehamn Airport,60.122200012207,19.898199081421
443,Menkijarvi Airport,62.94670104980469,23.51889991760254
444,Mikkeli Airport,61.6866,27.201799
445,Nummela Airport,60.333900451699996,24.2964000702
446,Oulu Airport,64.930099487305,25.354600906372
447,Piikajarvi Airport,61.245601654052734,22.19339942932129
448,Pori Airport,61.461700439453,21.799999237061
449,Pudasjärvi Airport,65.4021987915,26.946899414100002
450,Pyhäsalmi Airport,63.7318992615,25.926300048799998
451,Raahe Pattijoki Airport,64.6881027222,24.6958007812
452,Rantasalmi Airport,62.0654983521,28.3565006256
453,Rovaniemi Airport,66.564796447754,25.830400466919
454,Rayskala Airport,60.74470138549805,24.107799530029297
455,Savonlinna Airport,61.943099975586,28.945100784302
456,Selanpaa Airport,61.062400817871094,26.798900604248047
457,Sodankyla Airport,67.3949966431,26.6191005707
458,Tampere-Pirkkala Airport,61.414100646973,23.604400634766
459,Teisko Airport,61.7733,24.027
460,Turku Airport,60.514099121094,22.262800216675
461,Utti Air Base,60.89640045166,26.938400268555
462,Vaasa Airport,63.050701141357,21.762199401855
463,Varkaus Airport,62.171100616455,27.868600845337
464,Ylivieska Airfield,64.0547222,24.7252778
465,Belfast International Airport,54.6575012207,-6.2158298492399995
466,St Angelo Airport,54.39889907836914,-7.651669979095459
467,George Best Belfast City Airport,54.618099212646484,-5.872499942779541
468,City of Derry Airport,55.04280090332031,-7.161109924316406
469,Birmingham International Airport,52.453899383499994,-1.74802994728
470,Coventry Airport,52.3697013855,-1.4797199964499999
471,Leicester Airport,52.6077995300293,-1.03193998336792
472,Gloucestershire Airport,51.89419937133789,-2.167220115661621
474,Wolverhampton Halfpenny Green Airport,52.51750183105469,-2.2594399452209473
475,Cotswold Airport,51.668095,-2.05694
476,Turweston Airport,52.0407981873,-1.09555995464
477,Wellesbourne Mountford Airport,52.19219970703125,-1.6144399642944336
478,Manchester Airport,53.35369873046875,-2.2749500274658203
479,Manchester Woodford Airport,53.3381,-2.14889
480,Royal Marines Base Chivenor Airport,51.08720016479492,-4.1503400802612305
481,Newquay Cornwall Airport,50.44060134887695,-4.995409965515137
482,RAF Lyneham,51.5051,-1.99343
483,MoD Boscombe Down Airport,51.152198791503906,-1.7474100589752197
484,RNAS Culdrose,50.08610153198242,-5.255710124969482
485,MoD St. Athan,51.4048,-3.43575
486,RNAS Yeovilton,51.0093994140625,-2.638819932937622
487,Haverfordwest Airport,51.833099365234375,-4.9611101150512695
488,Cardiff International Airport,51.39670181274414,-3.343329906463623
489,Swansea Airport,51.60530090332031,-4.0678300857543945
490,Bristol Airport,51.382702,-2.71909
491,Liverpool John Lennon Airport,53.33359909057617,-2.849720001220703
492,London Luton Airport,51.874698638916016,-0.36833301186561584
493,Plymouth City Airport,50.422798,-4.10583
494,Bournemouth Airport,50.779998779296875,-1.8424999713897705
495,Southampton Airport,50.95029830932617,-1.3567999601364136
496,Lasham Airport,51.187198638916016,-1.0334999561309814
497,Alderney Airport,49.706104,-2.21472
498,Guernsey Airport,49.435001373291016,-2.6019699573516846
499,Jersey Airport,49.20790100097656,-2.195509910583496
500,Shoreham Airport,50.835602,-0.297222
501,London Biggin Hill Airport,51.33079910279999,0.0324999988079
