AA,24,MIA,3576,SSA,2621,,0,757
AA,24,POA,2599,MIA,3576,,0,763
AA,24,REC,2610,MIA,3576,,0,757
AA,24,SSA,2621,MIA,3576,,0,757
ABJ,43,GNM,7407,SSA,2621,,0,EMB
ABJ,43,SSA,2621,LAZ,2582,,0,EMB
AC,330,GRU,2564,YYZ,193,,0,763
AC,330,YYZ,193,GRU,2564,,0,763
AD,13983,AFL,2524,CGB,2548,,0,E90
AD,13983,AJU,2522,MCZ,2590,,0,E95 AT7
AD,13983,AJU,2522,REC,2610,,0,AT7
AD,13983,AJU,2522,SSA,2621,,0,AT7
AD,13983,AJU,2522,VCP,2578,,0,E95 E90
AD,13983,AQA,2521,VCP,2578,,0,AT7
AD,13983,ARU,2525,GRU,2564,,0,AT7
AD,13983,ARU,2525,VCP,2578,,0,AT7
AD,13983,ATM,2566,BEL,2526,,0,AT7 E95
AD,13983,AUX,7376,BSB,2531,,0,AT7
AD,13983,BAZ,7399,MAO,2551,,0,AT4
AD,13983,BEL,2526,ATM,2566,,0,AT7 E95
AD,13983,BEL,2526,CKS,7532,,0,AT7
AD,13983,BEL,2526,CNF,2537,,0,E95
AD,13983,BEL,2526,FOR,2559,,0,E95
AD,13983,BEL,2526,IMP,2572,,0,E95
AD,13983,BEL,2526,MAB,2584,,0,AT7
AD,13983,BEL,2526,MAO,2551,,0,E95
AD,13983,BEL,2526,MCP,2591,,0,AT7
AD,13983,BEL,2526,STM,4092,,0,AT7
AD,13983,BPS,4209,CNF,2537,,0,E95
AD,13983,BPS,4209,SDU,2612,,0,E90
AD,13983,BPS,4209,SSA,2621,,0,AT7
AD,13983,BPS,4209,VCP,2578,,0,E95
AD,13983,BRA,7373,BSB,2531,,0,AT7
AD,13983,BRA,7373,SSA,2621,,0,AT7
AD,13983,BSB,2531,AUX,7376,,0,AT7
AD,13983,BSB,2531,BRA,7373,,0,AT7
AD,13983,BSB,2531,CGB,2548,,0,E95
AD,13983,BSB,2531,CNF,2537,,0,E95
AD,13983,BSB,2531,GRU,2564,,0,E95 E90
AD,13983,BSB,2531,MAB,2584,,0,E95
AD,13983,BSB,2531,PMW,4214,,0,AT7
AD,13983,BSB,2531,UDI,2633,,0,AT7
AD,13983,BSB,2531,VCP,2578,,0,E95 E90
AD,13983,BVB,2533,MAO,2551,,0,AT7
AD,13983,BVH,2637,CGB,2548,,0,AT7
AD,13983,BYO,8242,VCP,2578,,0,AT7
AD,13983,CAC,2535,CWB,2545,,0,AT7
AD,13983,CAC,2535,VCP,2578,,0,AT7
AD,13983,CAW,2543,SDU,2612,,0,AT7
AD,13983,CCM,2541,VCP,2578,,0,AT7
AD,13983,CFB,7364,VCP,2578,,0,AT7
AD,13983,CGB,2548,AFL,2524,,0,E90
AD,13983,CGB,2548,BSB,2531,,0,E95
AD,13983,CGB,2548,BVH,2637,,0,AT7
AD,13983,CGB,2548,CGR,2538,,0,AT7 E75
AD,13983,CGB,2548,CNF,2537,,0,E95 E90
AD,13983,CGB,2548,GRU,2564,,0,E90 E95
AD,13983,CGB,2548,GYN,2562,,0,E90 E95
AD,13983,CGB,2548,JPR,6073,,0,AT7
AD,13983,CGB,2548,LDB,2581,,0,E90
AD,13983,CGB,2548,MGF,2586,,0,E90
AD,13983,CGB,2548,OAL,9771,,0,E90 AT7
AD,13983,CGB,2548,OPS,7367,,0,E95
AD,13983,CGB,2548,PVH,2607,,0,E95 E90
AD,13983,CGB,2548,ROO,7382,,0,AT7
AD,13983,CGB,2548,SJP,2619,,0,AT7
AD,13983,CGB,2548,VCP,2578,,0,E90 E95
AD,13983,CGH,2618,SDU,2612,,0,E90
AD,13983,CGR,2538,CGB,2548,,0,AT7 E75
AD,13983,CGR,2538,GRU,2564,,0,E95
AD,13983,CGR,2538,VCP,2578,,0,E95 E90 E75
AD,13983,CIZ,7398,MAO,2551,,0,AT4
AD,13983,CKS,7532,BEL,2526,,0,AT7
AD,13983,CKS,7532,CNF,2537,,0,E95
AD,13983,CLV,4215,VCP,2578,,0,E90 E95
AD,13983,CNF,2537,BEL,2526,,0,E95
AD,13983,CNF,2537,BPS,4209,,0,E95
AD,13983,CNF,2537,BSB,2531,,0,E95
AD,13983,CNF,2537,CGB,2548,,0,E95 E90
AD,13983,CNF,2537,CKS,7532,,0,E95
AD,13983,CNF,2537,CPV,2577,,0,E90
AD,13983,CNF,2537,CWB,2545,,0,E95 E90
AD,13983,CNF,2537,FOR,2559,,0,E95
AD,13983,CNF,2537,GRU,2564,,0,E90 E95
AD,13983,CNF,2537,GYN,2562,,0,E90
AD,13983,CNF,2537,IMP,2572,,0,E95
AD,13983,CNF,2537,IPN,2570,,0,AT7
AD,13983,CNF,2537,IZA,8180,,0,AT7
AD,13983,CNF,2537,MAO,2551,,0,E95
AD,13983,CNF,2537,MOC,2587,,0,E90 E95
AD,13983,CNF,2537,POA,2599,,0,E95
AD,13983,CNF,2537,RAO,2613,,0,AT7
AD,13983,CNF,2537,REC,2610,,0,E90 E95
AD,13983,CNF,2537,SDU,2612,,0,E90 E95
AD,13983,CNF,2537,SLZ,2616,,0,E95
AD,13983,CNF,2537,SSA,2621,,0,E95
AD,13983,CNF,2537,UBA,2635,,0,AT7
AD,13983,CNF,2537,UDI,2633,,0,E95
AD,13983,CNF,2537,VCP,2578,,0,E95 E90
AD,13983,CNF,2537,VDC,6039,,0,AT7
AD,13983,CNF,2537,VIX,2638,,0,E95 E90
AD,13983,CWB,2545,CAC,2535,,0,AT7
AD,13983,CWB,2545,CNF,2537,,0,E95
AD,13983,CWB,2545,CXJ,2547,,0,AT7
AD,13983,CWB,2545,GRU,2564,,0,E95 E90
AD,13983,CWB,2545,IGU,2554,,0,E95
AD,13983,CWB,2545,LDB,2581,,0,E90 AT7
AD,13983,CWB,2545,MGF,2586,,0,E90
AD,13983,CWB,2545,POA,2599,,0,E95
AD,13983,CWB,2545,SDU,2612,,0,E90
AD,13983,CWB,2545,VCP,2578,,0,E95 E90
AD,13983,CXJ,2547,CWB,2545,,0,AT7
AD,13983,CXJ,2547,VCP,2578,,0,E95
AD,13983,DOU,7380,VCP,2578,,0,AT7
AD,13983,FEN,2556,NAT,2597,,0,AT7
AD,13983,FEN,2556,REC,2610,,0,E95
AD,13983,FLN,2555,VCP,2578,,0,E95 E90
AD,13983,FOR,2559,BEL,2526,,0,E95
AD,13983,FOR,2559,CNF,2537,,0,E95
AD,13983,FOR,2559,JPA,2575,,0,AT7
AD,13983,FOR,2559,NAT,2597,,0,E95
AD,13983,FOR,2559,PHB,\N,,0,AT7
AD,13983,FOR,2559,REC,2610,,0,E95
AD,13983,FOR,2559,SLZ,2616,,0,E95
AD,13983,FOR,2559,THE,2623,,0,E95
AD,13983,FOR,2559,VCP,2578,,0,E95 E90
AD,13983,GIG,2560,VCP,2578,,0,E95 E90
AD,13983,GRU,2564,ARU,2525,,0,AT7
AD,13983,GRU,2564,BSB,2531,,0,E95
AD,13983,GRU,2564,CGB,2548,,0,E95 E90
AD,13983,GRU,2564,CGR,2538,,0,E95
AD,13983,GRU,2564,CNF,2537,,0,E90 E95
AD,13983,GRU,2564,CWB,2545,,0,E95 E90
AD,13983,GRU,2564,GYN,2562,,0,E95
AD,13983,GRU,2564,IOS,2569,,0,E95
AD,13983,GRU,2564,IPN,2570,,0,AT7
AD,13983,GRU,2564,NVT,2595,,0,E95
AD,13983,GRU,2564,PLU,2528,,0,AT7
AD,13983,GRU,2564,POA,2599,,0,E95 E90
AD,13983,GRU,2564,REC,2610,,0,E95
AD,13983,GRU,2564,SDU,2612,,0,E90 E95
AD,13983,GRU,2564,SSA,2621,,0,E95
AD,13983,GYN,2562,CGB,2548,,0,E90 E95
AD,13983,GYN,2562,CNF,2537,,0,E90
AD,13983,GYN,2562,GRU,2564,,0,E95
AD,13983,GYN,2562,SDU,2612,,0,E90
AD,13983,GYN,2562,VCP,2578,,0,E95 E90
AD,13983,IGU,2554,CWB,2545,,0,E95
AD,13983,IGU,2554,POA,2599,,0,AT7
AD,13983,IGU,2554,VCP,2578,,0,E95 E90
AD,13983,IMP,2572,BEL,2526,,0,E95
AD,13983,IMP,2572,CNF,2537,,0,E95
AD,13983,IOS,2569,GRU,2564,,0,E95
AD,13983,IOS,2569,SSA,2621,,0,AT7 E95
AD,13983,IOS,2569,VCP,2578,,0,E95
AD,13983,IPN,2570,CNF,2537,,0,AT7
AD,13983,IPN,2570,GRU,2564,,0,AT7
AD,13983,IZA,8180,CNF,2537,,0,AT7
AD,13983,IZA,8180,VCP,2578,,0,AT7
AD,13983,JDO,6034,VCP,2578,,0,E90
AD,13983,JOI,2576,POA,2599,,0,AT7
AD,13983,JOI,2576,VCP,2578,,0,E95 AT7
AD,13983,JPA,2575,FOR,2559,,0,AT7
AD,13983,JPA,2575,SSA,2621,,0,AT7
AD,13983,JPA,2575,VCP,2578,,0,E95
AD,13983,JPR,6073,CGB,2548,,0,AT7
AD,13983,JTC,8238,VCP,2578,,0,AT7
AD,13983,LDB,2581,CGB,2548,,0,E90
AD,13983,LDB,2581,CWB,2545,,0,AT7 E90
AD,13983,LDB,2581,POA,2599,,0,AT7
AD,13983,LDB,2581,VCP,2578,,0,E90 E95 AT7
AD,13983,LEC,6036,SSA,2621,,0,AT7
AD,13983,MAB,2584,BEL,2526,,0,AT7
AD,13983,MAB,2584,BSB,2531,,0,E95
AD,13983,MAO,2551,BAZ,7399,,0,AT4
AD,13983,MAO,2551,BEL,2526,,0,E95
AD,13983,MAO,2551,BVB,2533,,0,AT7
AD,13983,MAO,2551,CIZ,7398,,0,AT4
AD,13983,MAO,2551,CNF,2537,,0,E95
AD,13983,MAO,2551,PIN,7372,,0,AT7
AD,13983,MAO,2551,PVH,2607,,0,E95 AT7
AD,13983,MAO,2551,STM,4092,,0,AT7
AD,13983,MAO,2551,TBT,2628,,0,E95
AD,13983,MAO,2551,TFF,2624,,0,AT4 E95
AD,13983,MAO,2551,VCP,2578,,0,E95
AD,13983,MCP,2591,BEL,2526,,0,AT7
AD,13983,MCZ,2590,AJU,2522,,0,E95 E90 AT7
AD,13983,MCZ,2590,REC,2610,,0,AT7
AD,13983,MCZ,2590,VCP,2578,,0,E95
AD,13983,MEA,6037,SDU,2612,,0,AT4
AD,13983,MEA,6037,VCP,2578,,0,AT4
AD,13983,MGF,2586,CGB,2548,,0,E90
AD,13983,MGF,2586,CWB,2545,,0,E90
AD,13983,MGF,2586,POA,2599,,0,AT7
AD,13983,MGF,2586,VCP,2578,,0,E90 AT7
AD,13983,MII,6038,VCP,2578,,0,AT7
AD,13983,MOC,2587,CNF,2537,,0,E95 E90
AD,13983,NAT,2597,CNF,2537,,0,E95
AD,13983,NAT,2597,FEN,2556,,0,AT7
AD,13983,NAT,2597,REC,2610,,0,AT7 E90
AD,13983,NAT,2597,VCP,2578,,0,E95
AD,13983,NVT,2595,GRU,2564,,0,E95
AD,13983,NVT,2595,POA,2599,,0,E95 E90
AD,13983,NVT,2595,VCP,2578,,0,E95 E90
AD,13983,OAL,9771,CGB,2548,,0,E90 AT7
AD,13983,OPS,7367,CGB,2548,,0,E95
AD,13983,PAV,2631,SSA,2621,,0,AT7
AD,13983,PET,2603,POA,2599,,0,AT7
AD,13983,PFB,2602,POA,2599,,0,AT7
AD,13983,PFB,2602,VCP,2578,,0,AT7
AD,13983,PHB,\N,FOR,2559,,0,AT7
AD,13983,PIN,7372,MAO,2551,,0,AT7
AD,13983,PLU,2528,GRU,2564,,0,AT7
AD,13983,PLU,2528,VCP,2578,,0,AT7
AD,13983,PMW,4214,BSB,2531,,0,AT7
AD,13983,PNZ,2604,CNF,2537,,0,E90
AD,13983,POA,2599,CNF,2537,,0,E95
AD,13983,POA,2599,CWB,2545,,0,E95
AD,13983,POA,2599,GRU,2564,,0,E95 E90
AD,13983,POA,2599,IGU,2554,,0,AT7
AD,13983,POA,2599,JOI,2576,,0,AT7
AD,13983,POA,2599,LDB,2581,,0,AT7
AD,13983,POA,2599,MGF,2586,,0,AT7
AD,13983,POA,2599,NVT,2595,,0,E95 E90
AD,13983,POA,2599,PET,2603,,0,AT7
AD,13983,POA,2599,PFB,2602,,0,AT7
AD,13983,POA,2599,RIA,6040,,0,AT7
AD,13983,POA,2599,SDU,2612,,0,E90
AD,13983,POA,2599,VCP,2578,,0,E95 E90
AD,13983,POA,2599,XAP,2539,,0,AT7
AD,13983,PPB,2550,VCP,2578,,0,AT7 E95
AD,13983,PVH,2607,CGB,2548,,0,E90 E95
AD,13983,PVH,2607,MAO,2551,,0,E95 AT7
AD,13983,RAO,2613,CNF,2537,,0,AT7
AD,13983,RAO,2613,VCP,2578,,0,E90 AT7 E95
AD,13983,REC,2610,AJU,2522,,0,AT7
AD,13983,REC,2610,CNF,2537,,0,E90 E95
AD,13983,REC,2610,FEN,2556,,0,E95
AD,13983,REC,2610,FOR,2559,,0,E95
AD,13983,REC,2610,GRU,2564,,0,E95
AD,13983,REC,2610,MCZ,2590,,0,AT7
AD,13983,REC,2610,NAT,2597,,0,AT7 E90
AD,13983,REC,2610,SSA,2621,,0,E95
AD,13983,REC,2610,THE,2623,,0,E95
AD,13983,REC,2610,VCP,2578,,0,E95
AD,13983,RIA,6040,POA,2599,,0,AT7
AD,13983,ROO,7382,CGB,2548,,0,AT7
AD,13983,RVD,7394,VCP,2578,,0,AT4
AD,13983,SDU,2612,BPS,4209,,0,E90
AD,13983,SDU,2612,CAW,2543,,0,AT7
AD,13983,SDU,2612,CGH,2618,,0,E90
AD,13983,SDU,2612,CNF,2537,,0,E90 E95
AD,13983,SDU,2612,CWB,2545,,0,E90
AD,13983,SDU,2612,GRU,2564,,0,E90 E95
AD,13983,SDU,2612,GYN,2562,,0,E90
AD,13983,SDU,2612,MEA,6037,,0,AT4
AD,13983,SDU,2612,POA,2599,,0,E90
AD,13983,SDU,2612,SJK,2615,,0,AT7 E90
AD,13983,SDU,2612,VCP,2578,,0,E95 E90
AD,13983,SDU,2612,VIX,2638,,0,E90 E95
AD,13983,SJK,2615,SDU,2612,,0,E90 AT7
AD,13983,SJP,2619,CGB,2548,,0,AT7
AD,13983,SJP,2619,VCP,2578,,0,E95 AT7 E90
AD,13983,SLZ,2616,CNF,2537,,0,E95
AD,13983,SLZ,2616,FOR,2559,,0,E95
AD,13983,SSA,2621,AJU,2522,,0,AT7
AD,13983,SSA,2621,BPS,4209,,0,AT7
AD,13983,SSA,2621,BRA,7373,,0,AT7
AD,13983,SSA,2621,CNF,2537,,0,E95
AD,13983,SSA,2621,GRU,2564,,0,E95
AD,13983,SSA,2621,IOS,2569,,0,E95 AT7
AD,13983,SSA,2621,JPA,2575,,0,AT7
AD,13983,SSA,2621,LEC,6036,,0,AT7
AD,13983,SSA,2621,PAV,2631,,0,AT7
AD,13983,SSA,2621,REC,2610,,0,E95
AD,13983,SSA,2621,VCP,2578,,0,E95 E90
AD,13983,SSA,2621,VDC,6039,,0,AT7
AD,13983,SSA,2621,VIX,2638,,0,E95 AT7 E90
AD,13983,STM,4092,BEL,2526,,0,AT7
AD,13983,STM,4092,MAO,2551,,0,AT7
AD,13983,TBT,2628,MAO,2551,,0,E95
AD,13983,TFF,2624,MAO,2551,,0,E95 AT4
AD,13983,THE,2623,FOR,2559,,0,E95
AD,13983,THE,2623,REC,2610,,0,E95
AD,13983,THE,2623,VCP,2578,,0,E95
AD,13983,TUR,2629,BEL,2526,,0,AT7
AD,13983,UBA,2635,CNF,2537,,0,AT7
AD,13983,UBA,2635,VCP,2578,,0,AT7
AD,13983,UDI,2633,BSB,2531,,0,AT7
AD,13983,UDI,2633,CNF,2537,,0,E95
AD,13983,UDI,2633,VCP,2578,,0,AT7 E90 E95
AD,13983,VCP,2578,AJU,2522,,0,E95
AD,13983,VCP,2578,AQA,2521,,0,AT7
AD,13983,VCP,2578,ARU,2525,,0,AT7
AD,13983,VCP,2578,BPS,4209,,0,E95
AD,13983,VCP,2578,BSB,2531,,0,E95 E90
AD,13983,VCP,2578,BYO,8242,,0,AT7
AD,13983,VCP,2578,CAC,2535,,0,AT7
AD,13983,VCP,2578,CCM,2541,,0,AT7
AD,13983,VCP,2578,CFB,7364,,0,AT7
AD,13983,VCP,2578,CGB,2548,,0,E95 E90
AD,13983,VCP,2578,CGR,2538,,0,E95 E90 E75
AD,13983,VCP,2578,CLV,4215,,0,E90 E95
AD,13983,VCP,2578,CNF,2537,,0,E95 E90
AD,13983,VCP,2578,CWB,2545,,0,E95 E90
AD,13983,VCP,2578,CXJ,2547,,0,E95
AD,13983,VCP,2578,DOU,7380,,0,AT7
AD,13983,VCP,2578,FLN,2555,,0,E95 E90
AD,13983,VCP,2578,FOR,2559,,0,E90 E95
AD,13983,VCP,2578,GIG,2560,,0,E90 E95
AD,13983,VCP,2578,GYN,2562,,0,E95 E90
AD,13983,VCP,2578,IGU,2554,,0,E95 E90
AD,13983,VCP,2578,IOS,2569,,0,E95
AD,13983,VCP,2578,IZA,8180,,0,AT7
AD,13983,VCP,2578,JDO,6034,,0,E90
AD,13983,VCP,2578,JOI,2576,,0,AT7 E95
AD,13983,VCP,2578,JPA,2575,,0,E95
AD,13983,VCP,2578,JTC,8238,,0,AT7
AD,13983,VCP,2578,LDB,2581,,0,E95 AT7 E90
AD,13983,VCP,2578,MAO,2551,,0,E95
AD,13983,VCP,2578,MCZ,2590,,0,E95 E90
AD,13983,VCP,2578,MEA,6037,,0,AT4
AD,13983,VCP,2578,MGF,2586,,0,AT7 E90 E95
AD,13983,VCP,2578,MII,6038,,0,AT7
AD,13983,VCP,2578,NAT,2597,,0,E95
AD,13983,VCP,2578,NVT,2595,,0,E90 E95
AD,13983,VCP,2578,PFB,2602,,0,AT7
AD,13983,VCP,2578,PLU,2528,,0,AT7
AD,13983,VCP,2578,POA,2599,,0,E95 E90
AD,13983,VCP,2578,PPB,2550,,0,AT7 E95
AD,13983,VCP,2578,RAO,2613,,0,AT7 E90 E95
AD,13983,VCP,2578,REC,2610,,0,E95
AD,13983,VCP,2578,RVD,7394,,0,AT4
AD,13983,VCP,2578,SDU,2612,,0,E90 E95
AD,13983,VCP,2578,SJP,2619,,0,AT7 E95
AD,13983,VCP,2578,SSA,2621,,0,E95 E90
AD,13983,VCP,2578,THE,2623,,0,E95
AD,13983,VCP,2578,UBA,2635,,0,AT7
AD,13983,VCP,2578,UDI,2633,,0,E90 AT7 E95
AD,13983,VCP,2578,VIX,2638,,0,E95 E90
AD,13983,VCP,2578,XAP,2539,,0,AT7 E95
AD,13983,VDC,6039,CNF,2537,,0,AT7
AD,13983,VDC,6039,SSA,2621,,0,AT7
AD,13983,VIX,2638,CNF,2537,,0,E90 E95
AD,13983,VIX,2638,SDU,2612,,0,E90 E95
AD,13983,VIX,2638,SSA,2621,,0,AT7 E95 E90
AD,13983,VIX,2638,VCP,2578,,0,E95 E90
AD,13983,XAP,2539,POA,2599,,0,AT7
AD,13983,XAP,2539,VCP,2578,,0,AT7 E95
AF,137,BEL,2526,STM,4092,Y,0,738
AF,137,BSB,2531,CDG,1382,,0,772
AF,137,CDG,1382,BSB,2531,,0,772
AF,137,CDG,1382,GIG,2560,,0,77W 332
AF,137,CDG,1382,GRU,2564,,0,772 77W
AF,137,CWB,2545,BSB,2531,Y,0,73G
AF,137,GIG,2560,CDG,1382,,0,77W 332
AF,137,GIG,2560,CWB,2545,Y,0,73G
AF,137,GRU,2564,CDG,1382,,0,77W 772
AF,137,MAO,2551,GRU,2564,Y,0,738
AF,137,STM,4092,MAO,2551,Y,0,738
AM,321,GRU,2564,MEX,1824,,0,777
AM,321,MEX,1824,GRU,2564,,0,777
AR,412,AEP,2442,CWB,2545,Y,0,E90
AR,412,AEP,2442,FLN,2555,,0,737
AR,412,AEP,2442,GIG,2560,,0,737
AR,412,AEP,2442,GRU,2564,,0,737
AR,412,AEP,2442,POA,2599,,0,737
AR,412,BSB,2531,EZE,3988,,0,737
AR,412,CNF,2537,AEP,2442,Y,0,E90
AR,412,CWB,2545,AEP,2442,Y,0,E90
AR,412,EZE,3988,BSB,2531,,0,737
AR,412,EZE,3988,GIG,2560,,0,737
AR,412,EZE,3988,GRU,2564,Y,0,E90
AR,412,FLN,2555,AEP,2442,,0,737
AR,412,GIG,2560,AEP,2442,,0,737
AR,412,GIG,2560,EZE,3988,,0,737
AR,412,GRU,2564,AEP,2442,,0,737
AR,412,GRU,2564,EZE,3988,Y,0,E90
AR,412,POA,2599,AEP,2442,,0,737
AT,4248,CMN,1074,GRU,2564,,0,763
AT,4248,GRU,2564,CMN,1074,,0,763
AV,515,BOG,2709,GIG,2560,,0,319
AV,515,BOG,2709,GRU,2564,,0,319 330
AV,515,GIG,2560,BOG,2709,,0,319
AV,515,GIG,2560,LIM,2789,Y,0,320
AV,515,GRU,2564,BOG,2709,,0,319 330
AV,515,GRU,2564,LIM,2789,Y,0,321
AV,515,LIM,2789,GIG,2560,Y,0,320
AV,515,LIM,2789,GRU,2564,Y,0,321
AV,515,LIM,2789,POA,2599,Y,0,319 320
AV,515,POA,2599,LIM,2789,,0,319 320
AZ,596,FCO,1555,GIG,2560,,0,330
AZ,596,FCO,1555,GRU,2564,,0,772
AZ,596,GIG,2560,FCO,1555,,0,330
AZ,596,GRU,2564,FCO,1555,,0,772
BA,1355,GIG,2560,LHR,507,,0,777
BA,1355,GRU,2564,LHR,507,,0,744
BA,1355,LHR,507,GIG,2560,,0,777
BA,1355,LHR,507,GRU,2564,,0,744
CA,751,GRU,2564,MAD,1229,,0,330
CA,751,MAD,1229,GRU,2564,,0,330
CM,1889,BSB,2531,PTY,1871,,0,738 73G
CM,1889,CNF,2537,PTY,1871,,0,738 73G
CM,1889,GIG,2560,PTY,1871,,0,738
CM,1889,GRU,2564,PTY,1871,,0,738
CM,1889,MAO,2551,PTY,1871,,0,E90
CM,1889,POA,2599,PTY,1871,,0,738
CM,1889,PTY,1871,BSB,2531,,0,738 73G
CM,1889,PTY,1871,CNF,2537,,0,738 73G
CM,1889,PTY,1871,GIG,2560,,0,738
CM,1889,PTY,1871,GRU,2564,,0,738
CM,1889,PTY,1871,MAO,2551,,0,E90
CM,1889,PTY,1871,POA,2599,,0,738
CM,1889,PTY,1871,REC,2610,,0,73G 738
CM,1889,REC,2610,PTY,1871,,0,73G 738
DE,1868,FRA,340,REC,2610,,0,767
DE,1868,FRA,340,SSA,2621,,0,767
DE,1868,REC,2610,FRA,340,,0,767
DE,1868,SSA,2621,FRA,340,,0,767
DL,2009,ATL,3682,BSB,2531,,0,752
DL,2009,ATL,3682,GIG,2560,,0,764
DL,2009,ATL,3682,GRU,2564,,0,76W
DL,2009,BSB,2531,ATL,3682,,0,752
DL,2009,DTW,3645,GRU,2564,,0,76W
DL,2009,GIG,2560,ATL,3682,,0,764
DL,2009,GIG,2560,SDQ,1762,Y,0,738
DL,2009,GRU,2564,ATL,3682,,0,76W
DL,2009,GRU,2564,DTW,3645,,0,76W
DL,2009,GRU,2564,JFK,3797,,0,764
DL,2009,GRU,2564,SDQ,1762,Y,0,738
DL,2009,JFK,3797,GRU,2564,,0,764
DL,2009,SDQ,1762,GIG,2560,Y,0,738
DL,2009,SDQ,1762,GRU,2564,Y,0,738
DT,5133,GIG,2560,LAD,951,,0,77W
DT,5133,GRU,2564,LAD,951,,0,77W
DT,5133,LAD,951,GIG,2560,,0,77W
DT,5133,LAD,951,GRU,2564,,0,77W
EK,2183,DXB,2188,GIG,2560,,0,77W
EK,2183,DXB,2188,GRU,2564,,0,77W
EK,2183,EZE,3988,GIG,2560,,0,77W
EK,2183,GIG,2560,DXB,2188,,0,77W
EK,2183,GIG,2560,EZE,3988,,0,77W
EK,2183,GRU,2564,DXB,2188,,0,77W
EQ,4863,GRU,2564,UIO,2688,,0,E70
EQ,4863,UIO,2688,GRU,2564,,0,E70
ET,2220,GIG,2560,GRU,2564,,0,788
ET,2220,GRU,2564,LFW,298,,0,788
ET,2220,LFW,298,GIG,2560,,0,788
EY,2222,AUH,2179,GRU,2564,,0,345
EY,2222,GRU,2564,AUH,2179,,0,345
G3,1790,AEP,2442,GRU,2564,,0,738
G3,1790,AJU,2522,GIG,2560,,0,738 73G
G3,1790,AJU,2522,GRU,2564,,0,73G 738
G3,1790,AJU,2522,SSA,2621,,0,738
G3,1790,ASU,2699,GRU,2564,,0,738 73G
G3,1790,BEL,2526,BSB,2531,,0,738 73G
G3,1790,BEL,2526,FOR,2559,,0,738 73G
